StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,SAM_scale_1,SAM_scale_2,SAM_scale_3,G1_First Click,G1_Last Click,G1_Page Submit,G1_Click Count,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Passcode_static,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Passcode_improv,NASA TLX_Mental_1,NASA TLX_Physical_1,NASA TLX_Temporal_1,NASA TLX_Performance_1,NASA TLX_Effort_1,NASA TLX_Frustration_1,PostQues_1,PostQues_2,PostQues_3,PostQues_4,PostQues_5,PostQues_6,PostQues_7,attention_check_1,PostQues_8,PostQues_9,PostQues_10,PostQues_11,PostQues_12,PostQues_13,PostQues_14,PostQues_15,PostQues_16,attention_check_2,PostQues_17,PostQues_18,PostQues_19,PostQues_20,PostQues_21,PostQues_22,PostQues_23,PostQues_24,attention_check_3,PostQues_25,DemModQues_age,DemModQues_education,DemModQues_gender,DemModQues_gender_5_TEXT,DemModQues_AI,DemModQues_Chatbot,attitude/trust in ai_1,attitude/trust in ai_2,attitude/trust in ai_3,attitude/trust in ai_4,attitude/trust in ai_5,attitude/trust in ai_6,attitude/trust in ai_7,attitude/trust in ai_8,attitude/trust in ai_9,attitude/trust in ai_10,attitude/trust in ai_11,DemModQues_personal,DemModQues_interest,DemModQues_cog_1,DemModQues_cog_2,DemModQues_cog_3,DemModQues_cog_4,DemModQues_cog_5,DemModQues_cog_6,Exp_condition
2024-04-17 15:21:45,2024-04-17 15:39:21,IP Address,100,1055,TRUE,2024-04-17 15:39:21,R_1bD7Reocnh5OV0Z,,,,,anonymous,EN,I consent and agree to participate,0,0,155.249,0, , Calm,Full Control,3.216,177.102,300.028,3,,,,,330.685,330.685,335.625,1,9560,,,,,,16,0,7,6,5,10,Yes,Definitely yes,Probably yes,Yes,Yes,Definitely yes,Probably yes,Probably not,Definitely yes,Probably yes,Probably yes,Uncertain if yes or no,No,Definitely yes,Uncertain if yes or no,Definitely yes,No,Yes,Definitely yes,Definitely yes,Probably not,Probably yes,Probably not,Probably yes,Probably not,Probably not,Definitely not,No,30,Associates or technical degree,Male,,5,5,6,6,7 (strongly agree),7 (strongly agree),6,5,4,2,4,5,5,No,5,Extremely Characteristic,Extremely Characteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Extremely Characteristic,static-chatbot
2024-04-17 15:10:54,2024-04-17 15:40:03,IP Address,100,1749,TRUE,2024-04-17 15:40:03,R_5jri3PMcmiNdW8F,,,,,anonymous,EN,I consent and agree to participate,168.971,170.73,212.17,2, Neutral,,,0,0,300.257,0,,,,,,,,,,14.708,842.971,844.216,3,9560,2,0,3,0,7,0,Definitely yes,No,Definitely yes,Definitely yes,Definitely yes,Definitely yes,No,Probably not,Definitely yes,Yes,Definitely yes,Definitely not,Uncertain if yes or no,Definitely yes,Definitely yes,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,Definitely not,Uncertain if yes or no,Uncertain if yes or no,Probably not,Definitely not,Definitely yes,Definitely not,Definitely yes,32,"Some college, but no degree",Female,,4,4,4,4,4,4,4,4,4,4,4,4,4,No,2,Uncertain,Uncertain,Somewhat Uncharacteristic,Uncertain,Uncertain,Uncertain,chatbot
2024-04-17 15:23:13,2024-04-17 15:40:16,IP Address,100,1022,TRUE,2024-04-17 15:40:17,R_1QymkMPwjP1XpTU,,,,,anonymous,EN,I consent and agree to participate,0,0,155.356,0, Unpleasant,,No Control,0,0,300.138,0,0,0,320.49,0,,,,,,,,,,,10,0,10,4,8,11,Definitely yes,Probably yes,Probably not,Probably yes,Yes,Definitely yes,Probably not,Probably not,Yes,Probably not,Probably yes,Probably not,Probably not,Yes,Probably not,Definitely yes,No,Yes,Yes,Yes,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Yes,No,Probably yes,Definitely not,Probably not,32,Bachelor’s degree,Male,,6,7-Very Familiar,7 (strongly agree),5,6,6,5,5,4,4,4,5,4,No,3,Somewhat Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,survey-based
2024-04-17 15:23:59,2024-04-17 15:41:41,IP Address,100,1061,TRUE,2024-04-17 15:41:41,R_2eUz8zcMf6ysOMo,,,,,anonymous,EN,I consent and agree to participate,0,0,158.544,0, Unpleasant,,,0,0,300.154,0,,,,,188.64,194.438,303.388,4,9560,,,,,,8,0,0,4,20,16,Definitely yes,No,Definitely not,Definitely yes,No,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely not,Definitely yes,Definitely not,No,Yes,Definitely not,Definitely yes,Definitely not,Yes,Yes,Definitely yes,Uncertain if yes or no,Definitely yes,Definitely not,Uncertain if yes or no,Definitely not,Probably not,Definitely not,No,40,Bachelor’s degree,Female,,2,1-Not familiar at all,6,4,1 (strongly disagree),5,5,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,6,Extremely Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Characteristic,Somewhat Uncharacteristic,static-chatbot
2024-04-17 15:22:39,2024-04-17 15:42:06,IP Address,100,1167,TRUE,2024-04-17 15:42:07,R_23TTrd3n6bT55zw,,,,,anonymous,EN,I consent and agree to participate,0,0,155.34,0, ,,,36.746,38.281,300.138,2,,,,,,,,,,515.134,519.013,519.328,3,9560,12,2,14,18,6,11,Yes,Yes,No,Yes,No,Yes,No,Probably not,Yes,Probably not,Probably not,No,Probably not,Yes,No,Yes,No,Yes,Yes,Yes,No,Uncertain if yes or no,No,Probably yes,No,No,Definitely not,No,24,Bachelor’s degree,Female,,5,5,5,2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,3,Somewhat Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,chatbot
2024-04-17 15:29:36,2024-04-17 15:42:14,IP Address,100,758,TRUE,2024-04-17 15:42:15,R_20dfpigpoIclFpU,,,,,anonymous,EN,I consent and agree to participate,0,0,157.313,0, Unpleasant,,Full Control,35.223,166.777,300.03,4,,,,,,,,,,,,,,,0,0,0,4,5,11,Yes,No,Definitely not,Yes,Yes,Yes,Definitely not,Probably not,Definitely yes,Definitely not,No,No,Uncertain if yes or no,No,No,Probably yes,Definitely not,Yes,Yes,Definitely yes,Uncertain if yes or no,No,No,Uncertain if yes or no,Definitely not,Uncertain if yes or no,Definitely not,No,49,"Some college, but no degree",Male,,6,6,5,5,1 (strongly disagree),3,3,1 (strongly disagree),3,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,3,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,none
2024-04-17 15:25:22,2024-04-17 15:43:15,IP Address,100,1072,TRUE,2024-04-17 15:43:15,R_7P7oOeAz3sbyPsT,,,,,anonymous,EN,I consent and agree to participate,0,0,155.958,0, Neutral,,,31.44,31.44,300.024,1,314.417,314.417,314.693,1,,,,,,,,,,,0,0,0,15,2,0,Yes,Definitely yes,Definitely not,Yes,No,Probably yes,Probably yes,Probably not,Uncertain if yes or no,Definitely not,No,No,No,Probably yes,Definitely not,Yes,Definitely not,Yes,Definitely yes,Definitely yes,No,Probably yes,No,Yes,Definitely not,Yes,Definitely not,No,24,"Some college, but no degree",Male,,5,5,5,4,4,4,4,4,4,2,4,4,4,No,5,Extremely Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Uncertain,Somewhat Uncharacteristic,survey-based
2024-04-17 15:26:34,2024-04-17 15:43:17,IP Address,100,1002,TRUE,2024-04-17 15:43:17,R_3qpsoXNIG7cxN5L,,,,,anonymous,EN,I consent and agree to participate,157.973,157.973,158.886,1, Unpleasant,Excited,No Control,121.693,177.872,300.19,3,,,,,143.141,147.686,337.905,2,9560,,,,,,12,0,2,4,18,4,Definitely yes,No,Definitely not,Definitely yes,Yes,Definitely yes,No,Probably not,Definitely yes,No,Probably not,Definitely not,Uncertain if yes or no,Definitely yes,No,Probably yes,Definitely not,Yes,Definitely yes,Definitely yes,No,Probably yes,Definitely not,Yes,Definitely not,No,Definitely not,Uncertain if yes or no,33,Bachelor’s degree,Female,,5,7-Very Familiar,7 (strongly agree),7 (strongly agree),7 (strongly agree),7 (strongly agree),7 (strongly agree),7 (strongly agree),3,1 (strongly disagree),5,4,1 (strongly disagree),No,7-Very interested,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Characteristic,Extremely Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,static-chatbot
2024-04-17 15:31:15,2024-04-17 15:43:52,IP Address,100,756,TRUE,2024-04-17 15:43:52,R_70Pf4SuAEFaeltZ,,,,,anonymous,EN,I consent and agree to participate,0,0,167.399,0, Unpleasant,,,0,0,300.138,0,,,,,,,,,,,,,,,4,0,14,10,6,2,Definitely yes,Yes,No,Yes,Probably not,Definitely yes,No,Probably not,Yes,No,Probably yes,No,Uncertain if yes or no,Definitely yes,Uncertain if yes or no,Probably yes,No,Yes,Yes,Definitely yes,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Probably not,Probably yes,Definitely not,Uncertain if yes or no,43,Bachelor’s degree,Female,,5,6,6,3,4,6,5,3,4,2,4,4,3,No,4,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Uncertain,Somewhat Uncharacteristic,none
2024-04-17 15:27:28,2024-04-17 15:44:06,IP Address,100,998,TRUE,2024-04-17 15:44:07,R_14N2NG1A8VfFsn4,,,,,anonymous,EN,I consent and agree to participate,0,0,158.197,0, Unpleasant,,No Control,0,0,300.037,0,0,0,340.708,0,,,,,,,,,,,14,7,12,12,12,20,Probably yes,Yes,No,Probably yes,Probably yes,Definitely yes,Definitely not,Probably not,Probably yes,Uncertain if yes or no,Probably yes,No,Definitely not,Definitely yes,Uncertain if yes or no,Definitely yes,Definitely not,Yes,Yes,Definitely yes,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Probably yes,No,Probably yes,Definitely not,Uncertain if yes or no,20,"Some college, but no degree",Male,,3,3,4,4,4,4,4,4,7 (strongly agree),4,4,4,4,No,1-Not interested at all,Extremely Uncharacteristic,Extremely Uncharacteristic,Uncertain,Extremely Uncharacteristic,Uncertain,Extremely Uncharacteristic,survey-based
2024-04-17 15:27:21,2024-04-17 15:44:21,IP Address,100,1020,TRUE,2024-04-17 15:44:21,R_3dRSDg6vZVKEreQ,,,,,anonymous,EN,I consent and agree to participate,0,0,154.911,0, Unpleasant, Calm,,0,0,300.133,0,,,,,,,,,,359.873,360.373,362.06,3,9560,18,0,20,14,20,10,Uncertain if yes or no,Probably yes,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely not,Probably not,Probably yes,Definitely not,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely yes,Yes,Definitely not,Yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably not,No,Definitely not,Definitely not,Definitely not,Uncertain if yes or no,28,Bachelor’s degree,Female,,7-Very Familiar,7-Very Familiar,7 (strongly agree),6,6,7 (strongly agree),7 (strongly agree),6,3,1 (strongly disagree),6,6,4,No,7-Very interested,Extremely Uncharacteristic,Extremely Uncharacteristic,Somewhat Uncharacteristic,Extremely Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,chatbot
2024-04-17 15:30:16,2024-04-17 15:44:28,IP Address,100,851,TRUE,2024-04-17 15:44:28,R_2BSxe0McKHYsZvb,,,,,anonymous,EN,I consent and agree to participate,0,0,156.41,0, Unpleasant,,No Control,0,0,300.024,0,,,,,,,,,,,,,,,2,10,18,4,10,12,Yes,Definitely yes,Definitely not,Definitely yes,Uncertain if yes or no,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely not,Uncertain if yes or no,Definitely not,Definitely not,Yes,Definitely not,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,Definitely not,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Definitely not,Uncertain if yes or no,Definitely not,Definitely not,46,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Female,,2,4,6,4,4,4,3,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),4,4,4,No,6,Uncertain,Somewhat Characteristic,Uncertain,Somewhat Characteristic,Somewhat Uncharacteristic,Somewhat Characteristic,none
2024-04-17 15:29:16,2024-04-17 15:45:15,IP Address,100,958,TRUE,2024-04-17 15:45:16,R_823T3S25jakr4oB,,,,,anonymous,EN,I consent and agree to participate,0,0,156.491,0, ,,,41.744,41.744,300.044,1,0,0,302.15,0,,,,,,,,,,,12,0,6,8,10,9,Yes,Yes,No,Yes,No,Yes,No,Probably not,Yes,No,Uncertain if yes or no,No,Uncertain if yes or no,Probably yes,No,Yes,No,Yes,Yes,Yes,No,Probably yes,No,Yes,No,Uncertain if yes or no,Definitely not,Uncertain if yes or no,31,Associates or technical degree,Female,,4,4,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,5,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,survey-based
2024-04-17 15:25:37,2024-04-17 15:45:20,IP Address,100,1182,TRUE,2024-04-17 15:45:20,R_3NHRCtMhbmSJ4KZ,,,,,anonymous,EN,I consent and agree to participate,0,0,179.601,0, Unpleasant,Excited,No Control,0,0,300.228,0,0,0,363.093,0,,,,,,,,,,,10,0,8,10,8,10,Definitely yes,Yes,Uncertain if yes or no,Probably yes,Yes,Definitely yes,No,Probably not,Definitely yes,Probably not,Yes,Definitely not,No,Definitely yes,Probably yes,Yes,No,Yes,Definitely yes,Definitely yes,No,No,No,Uncertain if yes or no,No,Yes,Definitely not,No,27,Bachelor’s degree,Male,,3,4,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,6,Uncertain,Somewhat Characteristic,Somewhat Uncharacteristic,Uncertain,Uncertain,Somewhat Uncharacteristic,survey-based
2024-04-17 15:29:43,2024-04-17 15:45:31,IP Address,100,948,TRUE,2024-04-17 15:45:32,R_8j24LChDCq2hx7F,,,,,anonymous,EN,I consent and agree to participate,0,0,306.11,0, Unpleasant,Excited,No Control,0,0,300.045,0,,,,,,,,,,,,,,,4,2,4,2,2,0,Definitely yes,Yes,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely not,Yes,Definitely not,Probably not,Probably not,No,Definitely yes,Definitely not,Yes,Yes,Definitely yes,No,Yes,Definitely not,Probably yes,Definitely not,Yes,Definitely not,Definitely not,33,"Some college, but no degree",Male,,4,5,7 (strongly agree),6,5,7 (strongly agree),7 (strongly agree),5,4,2,5,5,5,No,6,Extremely Characteristic,Extremely Characteristic,Extremely Uncharacteristic,Uncertain,Extremely Characteristic,Extremely Characteristic,none
2024-04-17 15:27:50,2024-04-17 15:45:40,IP Address,100,1069,TRUE,2024-04-17 15:45:40,R_3TpKmDLGPTYkqWi,,,,,anonymous,EN,I consent and agree to participate,0,0,162.73,0, Unpleasant,,No Control,68.396,299.832,300.14,4,,,,,206.413,278.158,301.42,4,9560,,,,,,12,0,10,17,8,14,Yes,Yes,No,Yes,No,Yes,No,Probably not,Definitely yes,No,No,No,Uncertain if yes or no,Yes,No,Probably yes,No,Yes,Yes,Definitely yes,No,No,No,No,Probably not,Uncertain if yes or no,Definitely not,No,31,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Female,,2,4,5,5,2,6,4,1 (strongly disagree),2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,3,Uncertain,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,static-chatbot
2024-04-17 15:33:37,2024-04-17 15:46:11,IP Address,100,754,TRUE,2024-04-17 15:46:12,R_2PLbt45DwWPqlPP,,,,,anonymous,EN,I consent and agree to participate,0,0,159.608,0, Unpleasant, Calm,,296.335,296.335,300.241,1,,,,,,,,,,,,,,,15,0,19,16,16,12,Definitely yes,Probably yes,No,Definitely yes,Probably yes,Definitely yes,No,Probably not,Definitely yes,No,Probably not,Definitely not,No,Yes,Yes,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,No,Yes,Definitely not,Probably not,No,Probably not,Definitely not,No,45,High school diploma or GED,Male,,5,6,6,5,5,6,6,3,6,1 (strongly disagree),4,4,4,No,6,Somewhat Uncharacteristic,Uncertain,Uncertain,Uncertain,Somewhat Characteristic,Somewhat Characteristic,none
2024-04-17 15:20:50,2024-04-17 15:46:14,IP Address,100,1523,TRUE,2024-04-17 15:46:14,R_5scnRjctpC2avxi,,,,,anonymous,EN,I consent and agree to participate,251.934,251.934,253.32,1, ,Excited,No Control,6.804,284.557,300.308,8,,,,,9.506,608.678,611.018,9,9560,,,,,,1,0,1,13,2,2,Uncertain if yes or no,Yes,Yes,No,No,Definitely yes,No,Probably not,Definitely yes,Uncertain if yes or no,Yes,No,Definitely yes,Definitely yes,Yes,Definitely yes,No,Yes,Definitely yes,Definitely yes,No,Definitely yes,Probably yes,Yes,No,Definitely yes,Definitely not,No,26,Associates or technical degree,Male,,5,6,6,5,3,5,5,3,4,2,3,3,3,No,6,Somewhat Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,static-chatbot
2024-04-17 15:28:50,2024-04-17 15:47:30,IP Address,100,1119,TRUE,2024-04-17 15:47:30,R_1XdLpFF91MFMV9U,,,,,anonymous,EN,I consent and agree to participate,0,0,167.987,0, ,,,0,0,300.034,0,,,,,333.202,333.202,341.969,1,9560,,,,,,12,4,5,11,11,14,Yes,Probably yes,Uncertain if yes or no,Probably yes,Yes,Definitely yes,Probably not,Probably not,Yes,Probably not,Uncertain if yes or no,Probably not,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Probably yes,No,Yes,Yes,Yes,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Probably yes,Probably not,Uncertain if yes or no,Definitely not,Uncertain if yes or no,33,Associates or technical degree,Male,,3,5,6,5,4,5,5,4,5,2,3,4,2,No,5,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,static-chatbot
2024-04-17 15:35:45,2024-04-17 15:47:48,IP Address,100,722,TRUE,2024-04-17 15:47:48,R_5o2tYQLuLp2vMkx,,,,,anonymous,EN,I consent and agree to participate,0,0,159.715,0, Neutral,,,247.159,257.672,300.046,2,,,,,,,,,,,,,,,10,0,12,10,8,0,Definitely yes,Definitely yes,No,Definitely yes,Probably yes,Definitely yes,Uncertain if yes or no,Probably not,Definitely yes,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Definitely yes,Definitely yes,Uncertain if yes or no,Definitely yes,Uncertain if yes or no,Yes,Uncertain if yes or no,Definitely yes,Definitely not,Uncertain if yes or no,Uncertain if yes or no,Definitely not,Definitely not,Uncertain if yes or no,Definitely not,No,30,High school diploma or GED,Female,,4,4,4,3,2,2,2,2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,2,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Characteristic,Extremely Characteristic,Somewhat Uncharacteristic,Extremely Uncharacteristic,none
2024-04-17 15:26:17,2024-04-17 15:48:17,IP Address,100,1319,TRUE,2024-04-17 15:48:17,R_1OZUGdNN1nAhJHq,,,,,anonymous,EN,I consent and agree to participate,0,0,157.986,0, Unpleasant,,,18.414,152.776,300.15,2,,,,,,,,,,568.753,568.753,571.285,1,9560,8,0,6,14,10,4,Definitely yes,Probably yes,Definitely not,Definitely yes,Probably yes,Yes,Definitely not,Probably not,Definitely yes,No,Probably yes,Definitely not,Uncertain if yes or no,Probably yes,No,Definitely yes,No,Yes,Definitely yes,Definitely yes,No,Yes,No,Definitely not,Definitely not,Uncertain if yes or no,Definitely not,Uncertain if yes or no,28,Bachelor’s degree,Female,,3,3,6,6,3,2,4,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),2,2,3,No,2,Extremely Uncharacteristic,Extremely Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Uncertain,Somewhat Uncharacteristic,chatbot
2024-04-17 15:37:38,2024-04-17 15:48:46,IP Address,100,667,TRUE,2024-04-17 15:48:46,R_3NE4SB0Vi1Fetxk,,,,,anonymous,EN,I consent and agree to participate,1.683,1.683,155.8,1, Unpleasant,,,156.559,298.749,300.016,2,,,,,,,,,,,,,,,0,0,2,9,9,9,Definitely yes,Uncertain if yes or no,No,Definitely yes,Yes,No,No,Probably not,Definitely yes,Uncertain if yes or no,Uncertain if yes or no,No,No,Uncertain if yes or no,No,Definitely yes,Definitely not,Yes,Uncertain if yes or no,Definitely yes,No,Uncertain if yes or no,Definitely not,Uncertain if yes or no,Definitely not,Uncertain if yes or no,Definitely not,Definitely not,21,"Some college, but no degree",Female,,7-Very Familiar,7-Very Familiar,4,1 (strongly disagree),4,4,4,1 (strongly disagree),4,1 (strongly disagree),4,1 (strongly disagree),1 (strongly disagree),No,4,Uncertain,Somewhat Characteristic,Uncertain,Uncertain,Somewhat Characteristic,Uncertain,none
2024-04-17 15:31:08,2024-04-17 15:48:55,IP Address,100,1067,TRUE,2024-04-17 15:48:55,R_3cbvkhqAwiQOvDz,,,,,anonymous,EN,I consent and agree to participate,0,0,162.3,0, Unpleasant,,,135.102,135.102,300.201,1,293.198,293.198,302.188,1,,,,,,,,,,,13,1,10,3,12,17,Yes,Probably yes,Probably yes,Probably yes,Yes,Definitely yes,Probably not,Probably not,Uncertain if yes or no,Yes,Probably yes,Probably not,Probably not,Probably yes,Probably not,Probably not,No,Yes,Probably not,Yes,No,Probably yes,Probably yes,Probably yes,Probably not,Probably yes,Definitely not,No,68,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Female,,5,3,5,4,4,4,4,1 (strongly disagree),3,1 (strongly disagree),4,4,4,No,5,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,survey-based
2024-04-17 15:34:01,2024-04-17 15:49:11,IP Address,100,910,TRUE,2024-04-17 15:49:12,R_233K3VEAmnL8cKs,,,,,anonymous,EN,I consent and agree to participate,8.316,217.796,219.094,6, Neutral,,,55.348,286.205,300.17,12,,,,,,,,,,,,,,,14,6,10,2,8,16,Yes,Probably yes,No,Uncertain if yes or no,Probably yes,Yes,Uncertain if yes or no,Probably not,Yes,Uncertain if yes or no,Probably not,Probably not,Uncertain if yes or no,Uncertain if yes or no,No,Yes,Uncertain if yes or no,Yes,Yes,Yes,No,Uncertain if yes or no,Uncertain if yes or no,Probably yes,Uncertain if yes or no,Uncertain if yes or no,Definitely not,No,50,"Some college, but no degree",Female,,5,5,6,4,4,5,4,3,4,2,4,5,4,Yes,6,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Uncertain,Somewhat Uncharacteristic,Uncertain,none
2024-04-17 15:28:58,2024-04-17 15:49:12,IP Address,100,1213,TRUE,2024-04-17 15:49:13,R_3v7FQxjLZCkPtF0,,,,,anonymous,EN,I consent and agree to participate,158.184,158.184,158.886,1, Neutral,,,8.19,282.6,300.057,5,,,,,,,,,,4.744,424.73,427.166,5,9560,12,0,0,13,11,0,Definitely yes,Definitely not,Definitely not,Definitely yes,Yes,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely not,No,No,Uncertain if yes or no,Yes,No,Definitely yes,No,Yes,Definitely yes,Definitely yes,No,Yes,Yes,Uncertain if yes or no,No,Probably yes,Definitely not,No,48,Bachelor’s degree,Female,,2,2,2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),2,2,1 (strongly disagree),No,4,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,chatbot
2024-04-17 15:24:20,2024-04-17 15:49:29,IP Address,100,1509,TRUE,2024-04-17 15:49:30,R_7ssM593EhDpcyqt,,,,,anonymous,EN,I consent and agree to participate,0,0,243.286,0, Unpleasant,Excited,,0,0,300.149,0,,,,,,,,,,585.119,589.252,633.526,2,9560,14,6,1,2,20,12,Definitely yes,Definitely yes,Yes,Definitely yes,No,Definitely yes,No,Probably not,Yes,No,Yes,No,Probably not,Yes,Yes,Definitely yes,No,Yes,Yes,Definitely yes,No,Probably yes,Probably not,Probably not,No,No,Definitely not,Probably yes,43,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Male,,6,6,6,7 (strongly agree),6,6,7 (strongly agree),6,6,7 (strongly agree),6,6,7 (strongly agree),Yes,7-Very interested,Extremely Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Somewhat Uncharacteristic,Extremely Characteristic,Somewhat Characteristic,chatbot
2024-04-17 15:32:57,2024-04-17 15:50:13,IP Address,100,1035,TRUE,2024-04-17 15:50:13,R_1xxxSvYJRFa6dlD,,,,,anonymous,EN,I consent and agree to participate,0,0,158.607,0, Unpleasant,,,0,0,300.25,0,,,,,244.172,244.172,303.871,1,9560,,,,,,7,2,4,10,10,12,Yes,Yes,No,Yes,Yes,Yes,No,Probably not,Yes,No,Probably yes,No,Uncertain if yes or no,Uncertain if yes or no,Probably not,Probably yes,No,Yes,No,Yes,No,Uncertain if yes or no,Uncertain if yes or no,Yes,No,Uncertain if yes or no,Definitely not,Uncertain if yes or no,70,Bachelor’s degree,Male,,3,3,5,4,4,5,3,2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,1-Not interested at all,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,Uncertain,Somewhat Characteristic,Somewhat Characteristic,static-chatbot
